ID_Pedido,Data_Venda,ID_Produto,Quantidade,Faturamento_Bruto,Custo_Total,Regiao,Estado,Forma_Pagamento,Comissao_Percentual,ID_Sist_Antigo
PED-003947,2025-07-19,PROD-103,2,465.87,363.38,Sudeste,RJ,Boleto,0.05,95108
PED-003948,2025-05-31,PROD-106,1,37.09,20.4,Sudeste,MG,Cartão de Crédito,0.02,85947
PED-003949,2025-10-20,PROD-111,2,81.53,44.84,Norte,AM,Cartão de Débito,0.05,66159
PED-003950,2025-09-23,PROD-121,1,33.77,18.57,Sudeste,RJ,Pix,0.05,68879
PED-003951,2025-08-07,PROD-116,2,141.79,77.98,Sul,RS,Cartão de Débito,0.02,59028
PED-003952,2025-08-01,PROD-108,3,210.65,115.86,Sudeste,SP,Boleto,0.05,58260
PED-003953,2025-06-29,PROD-128,1,37.28,20.5,Sudeste,MG,Cartão de Débito,0.02,60313
PED-003954,2025-08-26,PROD-132,2,349.24,272.41,Sudeste,RJ,Boleto,0.05,79668
PED-003955,2025-04-18,PROD-128,2,148.82,81.85,Centro-Oeste,GO,Pix,0.05,32523
PED-003956,2025-10-20,PROD-109,3,141.0,77.55,Sudeste,SP,Boleto,0.02,89468
PED-003957,2025-05-05,PROD-124,1,54.56,30.01,Sul,SC,Cartão de Crédito,0.05,39579
PED-003958,2025-04-27,PROD-120,2,79.1,43.51,Sul,RS,Cartão de Débito,0.02,89721
PED-003959,2025-09-02,PROD-112,1,40.83,22.46,Sudeste,MG,Cartão de Débito,0.02,79066
PED-003960,2025-01-20,PROD-106,3,237.44,130.59,Sul,PR,Cartão de Débito,0.02,33241
PED-003961,2025-06-15,PROD-104,3,579.25,451.81,Sudeste,RJ,Cartão de Débito,0.02,59348
PED-003962,2025-04-05,PROD-131,3,714.95,557.66,Nordeste,BA,Cartão de Débito,0.05,16470
PED-003963,2025-08-26,PROD-135,3,503.97,393.1,Sudeste,RJ,Pix,0.02,31996
PED-003964,2025-03-17,PROD-104,3,612.18,477.5,Sul,PR,Boleto,0.02,74618
PED-003965,2025-03-23,PROD-126,3,263.56,144.96,Sudeste,MG,Cartão de Crédito,0.05,62633
PED-003966,2025-10-24,PROD-111,1,62.33,34.28,Sudeste,MG,Boleto,0.05,65214
PED-003967,2025-04-05,PROD-116,3,175.14,96.33,Sudeste,MG,Boleto,0.02,27207
PED-003968,2025-11-09,PROD-118,3,203.91,112.15,Sudeste,RJ,Boleto,0.02,52905
PED-003969,2025-12-14,PROD-128,3,183.32,100.83,Nordeste,BA,Pix,0.02,15615
PED-003970,2025-03-13,PROD-129,1,55.59,30.57,Centro-Oeste,MS,Pix,0.02,19831
PED-003971,2025-11-17,PROD-131,3,479.44,373.96,Norte,AM,Cartão de Crédito,0.05,27196
PED-003972,2025-01-21,PROD-132,3,515.6,402.17,Centro-Oeste,MS,Cartão de Crédito,0.02,78904
PED-003973,2025-04-11,PROD-110,3,124.84,68.66,Norte,PA,Boleto,0.02,23226
PED-003974,2025-05-29,PROD-128,1,56.04,30.82,Sudeste,RJ,Pix,0.02,16746
PED-003975,2025-01-05,PROD-131,1,182.0,141.96,Sudeste,RJ,Cartão de Crédito,0.05,37492
PED-003976,2025-10-23,PROD-133,1,175.82,137.14,Nordeste,BA,Pix,0.02,20381
PED-003977,2025-08-06,PROD-128,2,101.85,56.02,Nordeste,CE,Cartão de Débito,0.02,65859
PED-003978,2025-08-27,PROD-100,3,534.06,416.57,Nordeste,PE,Cartão de Débito,0.02,70833
PED-003979,2025-11-02,PROD-111,1,36.15,19.88,Nordeste,PE,Cartão de Débito,0.02,25729
PED-003980,2025-06-17,PROD-113,2,87.59,48.17,Nordeste,PE,Pix,0.05,54467
PED-003981,2025-04-20,PROD-133,3,710.27,554.01,Sudeste,RJ,Cartão de Débito,0.05,86536
PED-003982,2025-10-28,PROD-101,3,497.17,387.79,Sudeste,RJ,Cartão de Crédito,0.02,96248
PED-003983,2025-06-18,PROD-135,2,367.96,287.01,Sudeste,RJ,Cartão de Débito,0.05,38927
PED-003984,2025-03-29,PROD-103,3,670.74,523.18,Sul,SC,Pix,0.05,95505
PED-003985,2025-10-05,PROD-105,1,182.8,142.58,Sudeste,SP,Pix,0.02,88661
PED-003986,2025-12-03,PROD-105,3,662.51,516.76,Sudeste,RJ,Pix,0.02,14590
PED-003987,2025-07-02,PROD-109,2,120.18,66.1,Sudeste,MG,Boleto,0.05,30384
PED-003988,2025-12-19,PROD-131,1,181.98,141.94,Sudeste,RJ,Boleto,0.05,15830
PED-003989,2025-11-13,PROD-118,1,62.5,34.38,Sul,RS,Cartão de Crédito,0.02,56775
PED-003990,2025-03-29,PROD-125,3,94.2,51.81,Sudeste,MG,Cartão de Crédito,0.02,79979
PED-003991,2025-08-20,PROD-124,3,93.9,51.65,Sudeste,RJ,Cartão de Crédito,0.02,10746
PED-003992,2025-10-09,PROD-100,2,365.11,284.79,Centro-Oeste,MT,Boleto,0.05,82684
PED-003993,2025-03-19,PROD-103,2,325.81,254.13,Sudeste,RJ,Cartão de Débito,0.02,66170
PED-003994,2025-02-18,PROD-119,1,52.35,28.79,Sudeste,RJ,Pix,0.02,95793
PED-003995,2025-01-28,PROD-109,3,107.97,59.38,Nordeste,BA,Boleto,0.05,39730
PED-003996,2025-04-11,PROD-127,3,125.51,69.03,Nordeste,PE,Boleto,0.02,23174
PED-003997,2025-05-24,PROD-115,3,174.81,96.15,Sudeste,MG,Cartão de Crédito,0.05,84643
PED-003998,2025-09-05,PROD-107,3,239.28,131.6,Sul,RS,Cartão de Débito,0.05,99461
PED-003999,2025-12-08,PROD-130,3,508.8,396.86,Sul,RS,Cartão de Débito,0.02,79389
PED-004000,2025-01-10,PROD-123,2,66.39,36.51,Sudeste,SP,Cartão de Crédito,0.05,55054
PED-004001,2025-06-01,PROD-103,3,527.36,411.34,Centro-Oeste,GO,Pix,0.02,47903
PED-004002,2025-01-07,PROD-124,2,78.41,43.13,Centro-Oeste,GO,Boleto,0.05,49040
PED-004003,2025-06-09,PROD-107,3,154.62,85.04,Sudeste,RJ,Cartão de Crédito,0.02,26020
PED-004004,2025-09-07,PROD-119,2,73.07,40.19,Nordeste,BA,Cartão de Crédito,0.05,53179
PED-004005,2025-06-17,PROD-117,3,194.88,107.18,Sudeste,SP,Cartão de Crédito,0.05,45662
PED-004006,2025-12-21,PROD-102,1,192.53,150.17,Sudeste,MG,Cartão de Débito,0.05,62215
PED-004007,2025-10-22,PROD-104,3,648.51,505.84,Centro-Oeste,MT,Cartão de Débito,0.02,81029
PED-004008,2025-12-20,PROD-135,1,154.26,120.32,Sudeste,MG,Cartão de Débito,0.05,74008
PED-004009,2025-10-05,PROD-117,3,227.54,125.15,Sudeste,RJ,Cartão de Crédito,0.05,23475
PED-004010,2025-11-26,PROD-127,3,165.47,91.01,Centro-Oeste,MT,Cartão de Crédito,0.05,75768
PED-004011,2025-06-19,PROD-122,1,53.2,29.26,Nordeste,PE,Pix,0.02,77658
PED-004012,2025-05-01,PROD-122,2,66.18,36.4,Sudeste,MG,Cartão de Crédito,0.05,67115
PED-004013,2025-01-14,PROD-105,2,449.95,350.96,Sudeste,RJ,Cartão de Débito,0.05,24349
PED-004014,2025-01-02,PROD-130,2,383.68,299.27,Nordeste,BA,Boleto,0.05,13917
PED-004015,2025-02-16,PROD-134,3,705.28,550.12,Norte,AM,Boleto,0.02,36046
PED-004016,2025-10-06,PROD-112,3,115.34,63.44,Sul,SC,Pix,0.02,84396
PED-004017,2025-06-18,PROD-108,2,80.14,44.08,Nordeste,CE,Pix,0.05,97303
PED-004018,2025-06-13,PROD-119,1,88.24,48.53,Sul,SC,Pix,0.05,13998
PED-004019,2025-10-26,PROD-123,2,147.92,81.36,Sudeste,SP,Cartão de Crédito,0.05,34525
PED-004020,2025-07-31,PROD-105,3,590.2,460.36,Sudeste,RJ,Boleto,0.05,87383
PED-004021,2025-08-01,PROD-109,1,47.57,26.16,Sul,PR,Pix,0.02,92142
PED-004022,2025-08-10,PROD-133,1,217.21,169.42,Norte,PA,Pix,0.05,99642
PED-004023,2025-06-02,PROD-127,3,94.48,51.96,Sul,PR,Cartão de Débito,0.02,30693
PED-004024,2025-04-27,PROD-117,3,90.15,49.58,Sul,SC,Pix,0.02,79878
PED-004025,2025-12-19,PROD-122,3,240.45,132.25,Sudeste,SP,Boleto,0.05,23268
PED-004026,2025-03-28,PROD-116,3,184.4,101.42,Nordeste,CE,Cartão de Crédito,0.05,71122
PED-004027,2025-07-15,PROD-108,2,78.89,43.39,Sul,PR,Pix,0.05,25232
PED-004028,2025-12-06,PROD-108,3,123.68,68.02,Centro-Oeste,GO,Pix,0.05,55832
PED-004029,2025-02-27,PROD-117,3,247.34,136.04,Nordeste,PE,Cartão de Crédito,0.05,61837
PED-004030,2025-07-17,PROD-104,2,416.28,324.7,Sudeste,SP,Pix,0.02,98813
PED-004031,2025-08-10,PROD-127,2,69.45,38.2,Sul,SC,Boleto,0.05,96062
PED-004032,2025-03-07,PROD-124,3,142.37,78.3,Sul,SC,Cartão de Crédito,0.05,27191
PED-004033,2025-07-16,PROD-126,1,83.81,46.1,Sudeste,MG,Cartão de Crédito,0.02,96091
PED-004034,2025-08-18,PROD-128,3,143.26,78.79,Sul,PR,Pix,0.02,73399
PED-004035,2025-06-20,PROD-131,1,241.57,188.42,Nordeste,PE,Boleto,0.05,50492
PED-004036,2025-03-06,PROD-106,1,51.2,28.16,Sudeste,MG,Boleto,0.05,84369
PED-004037,2025-06-03,PROD-130,3,589.53,459.83,Nordeste,PE,Pix,0.02,68884
PED-004038,2025-06-08,PROD-115,2,88.74,48.81,Nordeste,CE,Boleto,0.05,17370
PED-004039,2025-06-27,PROD-106,2,106.76,58.72,Nordeste,BA,Cartão de Débito,0.02,58652
PED-004040,2025-01-27,PROD-121,1,35.65,19.61,Nordeste,PE,Pix,0.02,49819
PED-004041,2025-03-30,PROD-128,1,32.13,17.67,Sudeste,MG,Cartão de Débito,0.05,30033
PED-004042,2025-03-23,PROD-105,3,540.57,421.64,Nordeste,BA,Cartão de Crédito,0.05,18273
PED-004043,2025-10-12,PROD-122,1,76.69,42.18,Sudeste,SP,Cartão de Débito,0.05,59775
PED-004044,2025-03-09,PROD-101,2,366.29,285.71,Nordeste,BA,Pix,0.05,57361
PED-004045,2025-10-11,PROD-118,3,238.99,131.44,Sudeste,MG,Cartão de Débito,0.02,69032
PED-004046,2025-03-03,PROD-116,1,78.57,43.21,Sul,SC,Pix,0.05,89959
PED-004047,2025-11-07,PROD-132,3,602.42,469.89,Sudeste,MG,Cartão de Crédito,0.02,34810
PED-004048,2025-08-09,PROD-133,1,189.77,148.02,Sudeste,MG,Pix,0.02,83153
PED-004049,2025-03-09,PROD-121,1,43.99,24.19,Sul,SC,Cartão de Crédito,0.02,58003
PED-004050,2025-06-02,PROD-134,1,157.71,123.01,Nordeste,CE,Boleto,0.05,57812
PED-004051,2025-03-09,PROD-115,3,235.97,129.78,Sudeste,RJ,Pix,0.02,59457
PED-004052,2025-12-25,PROD-116,3,234.9,129.2,Sudeste,MG,Cartão de Débito,0.05,10983
PED-004053,2025-03-22,PROD-119,3,248.57,136.71,Sudeste,RJ,Cartão de Débito,0.02,33860
PED-004054,2025-10-18,PROD-135,2,496.03,386.9,Sul,RS,Boleto,0.05,60580
PED-004055,2025-06-07,PROD-122,3,159.32,87.63,Nordeste,BA,Cartão de Crédito,0.05,51620
PED-004056,2025-06-27,PROD-124,1,68.8,37.84,Nordeste,PE,Cartão de Crédito,0.05,31123
PED-004057,2025-12-04,PROD-118,7,348.02,191.41,Sudeste,MG,Boleto,0.02,34920
PED-004058,2025-11-07,PROD-125,1,84.66,46.56,Norte,PA,Pix,0.02,67867
PED-004059,2025-09-16,PROD-128,3,139.46,76.7,Sudeste,RJ,Pix,0.05,27204
PED-004060,2025-01-16,PROD-127,1,75.81,41.7,Sudeste,SP,Cartão de Crédito,0.05,83211
PED-004061,2025-06-06,PROD-102,1,223.24,174.13,Norte,PA,Cartão de Crédito,0.02,86695
PED-004062,2025-04-22,PROD-100,2,434.0,338.52,Sudeste,RJ,Boleto,0.05,54572
PED-004063,2025-03-03,PROD-107,3,253.16,139.24,Sudeste,MG,Cartão de Crédito,0.05,37033
PED-004064,2025-10-26,PROD-128,3,266.92,146.81,Sudeste,MG,Pix,0.02,16833
PED-004065,2025-06-22,PROD-127,1,53.63,29.5,Nordeste,CE,Pix,0.05,35379
PED-004066,2025-03-12,PROD-111,1,34.45,18.95,Sudeste,MG,Cartão de Crédito,0.02,42791
PED-004067,2025-10-13,PROD-131,1,178.99,139.61,Sudeste,MG,Cartão de Débito,0.02,38242
PED-004068,2025-08-07,PROD-122,1,66.83,36.76,Sudeste,RJ,Pix,0.02,69422
PED-004069,2025-06-15,PROD-109,3,256.44,141.04,Nordeste,PE,Cartão de Crédito,0.05,64800
PED-004070,2025-05-26,PROD-122,3,95.2,52.36,Sudeste,SP,Cartão de Débito,0.05,25037
PED-004071,2025-08-31,PROD-119,2,69.39,38.16,Centro-Oeste,MS,Cartão de Crédito,0.05,15340
PED-004072,2025-12-18,PROD-121,5,397.16,218.44,Sul,PR,Cartão de Crédito,0.05,40278
PED-004073,2025-09-12,PROD-133,2,479.81,374.25,Nordeste,BA,Cartão de Débito,0.02,87568
PED-004074,2025-08-30,PROD-122,1,64.04,35.22,Sudeste,SP,Pix,0.05,29431
PED-004075,2025-12-19,PROD-110,6,409.44,225.19,Sul,RS,Cartão de Débito,0.02,89552
PED-004076,2025-10-31,PROD-131,2,481.83,375.83,Nordeste,CE,Cartão de Crédito,0.05,32427
PED-004077,2025-01-18,PROD-132,2,346.58,270.33,Sudeste,RJ,Pix,0.05,11474
PED-004078,2025-12-02,PROD-117,1,67.38,37.06,Nordeste,PE,Cartão de Débito,0.05,81500
PED-004079,2025-05-01,PROD-105,2,434.31,338.76,Sudeste,RJ,Cartão de Crédito,0.05,90717
PED-004080,2025-02-11,PROD-116,2,143.75,79.06,Sudeste,RJ,Cartão de Crédito,0.02,85125
PED-004081,2025-01-23,PROD-106,2,63.13,34.72,Norte,AM,Cartão de Débito,0.02,80047
PED-004082,2025-06-04,PROD-126,2,165.87,91.23,Sul,RS,Pix,0.05,18532
PED-004083,2025-11-03,PROD-124,2,157.65,86.71,Nordeste,PE,Boleto,0.05,93652
PED-004084,2025-06-09,PROD-105,2,340.69,265.74,Sul,RS,Cartão de Débito,0.05,89036
PED-004085,2025-10-28,PROD-116,3,222.47,122.36,Sul,PR,Boleto,0.02,95837
PED-004086,2025-12-13,PROD-133,2,355.51,277.3,Sul,RS,Cartão de Débito,0.02,39000
PED-004087,2025-10-23,PROD-126,3,126.24,69.43,Sudeste,RJ,Cartão de Débito,0.02,97365
PED-004088,2025-09-12,PROD-128,2,144.16,79.29,Nordeste,CE,Pix,0.05,86626
PED-004089,2025-03-18,PROD-108,1,65.44,35.99,Sul,PR,Cartão de Débito,0.05,24628
PED-004090,2025-06-15,PROD-123,2,130.13,71.57,Sudeste,SP,Cartão de Crédito,0.05,63675
PED-004091,2025-03-03,PROD-116,2,114.42,62.93,Nordeste,PE,Cartão de Débito,0.05,72088
PED-004092,2025-05-16,PROD-101,3,603.21,470.5,Sudeste,MG,Boleto,0.02,98717
PED-004093,2025-02-13,PROD-128,1,35.0,19.25,Norte,AM,Boleto,0.05,20038
PED-004094,2025-12-02,PROD-104,1,233.96,182.49,Norte,AM,Cartão de Débito,0.05,40360
PED-004095,2025-12-08,PROD-121,5,297.87,163.83,Norte,AM,Cartão de Débito,0.02,84441
PED-004096,2025-03-11,PROD-106,1,84.44,46.44,Nordeste,BA,Cartão de Crédito,0.05,20937
PED-004097,2025-08-03,PROD-132,3,523.5,408.33,Sul,SC,Cartão de Débito,0.02,99698
PED-004098,2025-10-17,PROD-106,2,85.72,47.15,Nordeste,PE,Boleto,0.02,13193
PED-004099,2025-04-04,PROD-129,3,208.44,114.64,Sudeste,SP,Boleto,0.05,30694
PED-004100,2025-01-09,PROD-100,1,236.46,184.44,Sudeste,MG,Cartão de Crédito,0.05,32365
PED-004101,2025-12-24,PROD-109,5,316.17,173.89,Sudeste,RJ,Boleto,0.02,50884
PED-004102,2025-06-21,PROD-125,3,237.94,130.87,Nordeste,CE,Boleto,0.02,88709
PED-004103,2025-10-19,PROD-122,3,207.88,114.33,Nordeste,BA,Boleto,0.02,49873
PED-004104,2025-09-29,PROD-101,3,565.2,440.86,Centro-Oeste,GO,Cartão de Crédito,0.02,41752
PED-004105,2025-04-20,PROD-131,2,458.67,357.76,Norte,AM,Pix,0.05,38670
PED-004106,2025-03-27,PROD-106,2,94.87,52.18,Norte,PA,Cartão de Débito,0.02,78642
PED-004107,2025-09-27,PROD-120,3,197.48,108.61,Sudeste,MG,Cartão de Débito,0.05,58112
PED-004108,2025-09-12,PROD-131,1,229.64,179.12,Sudeste,MG,Pix,0.05,92867
PED-004109,2025-01-05,PROD-115,3,258.62,142.24,Sul,PR,Boleto,0.02,31434
PED-004110,2025-01-09,PROD-110,2,148.13,81.47,Sudeste,MG,Pix,0.05,25479
PED-004111,2025-10-29,PROD-105,1,214.62,167.4,Sul,PR,Cartão de Crédito,0.05,80224
PED-004112,2025-05-05,PROD-124,3,222.72,122.5,Centro-Oeste,GO,Cartão de Crédito,0.02,35425
PED-004113,2025-01-27,PROD-105,3,514.99,401.69,Sudeste,RJ,Cartão de Débito,0.02,85529
PED-004114,2025-04-14,PROD-120,1,70.55,38.8,Sudeste,SP,Boleto,0.05,78256
PED-004115,2025-04-13,PROD-120,2,68.51,37.68,Sudeste,SP,Cartão de Débito,0.02,12192
PED-004116,2025-04-03,PROD-103,1,238.71,186.19,Sudeste,MG,Pix,0.05,24795
PED-004117,2025-01-20,PROD-128,1,61.6,33.88,Norte,AM,Cartão de Débito,0.05,88085
PED-004118,2025-03-17,PROD-112,3,95.61,52.59,Sul,PR,Cartão de Débito,0.05,96391
PED-004119,2025-08-12,PROD-107,1,77.01,42.36,Sul,PR,Boleto,0.05,22988
PED-004120,2025-04-16,PROD-120,3,147.78,81.28,Sul,RS,Cartão de Débito,0.02,97056
PED-004121,2025-05-05,PROD-121,1,52.31,28.77,Sudeste,RJ,Boleto,0.02,89834
PED-004122,2025-09-18,PROD-103,2,469.34,366.09,Nordeste,CE,Cartão de Crédito,0.02,78041
PED-004123,2025-03-26,PROD-109,2,178.03,97.92,Sudeste,RJ,Cartão de Débito,0.05,43126
PED-004124,2025-03-10,PROD-108,1,86.69,47.68,Sudeste,SP,Cartão de Débito,0.02,55060
PED-004125,2025-04-08,PROD-108,1,60.25,33.14,Nordeste,BA,Boleto,0.02,34902
PED-004126,2025-07-31,PROD-105,2,454.13,354.22,Centro-Oeste,MS,Cartão de Débito,0.02,84222
PED-004127,2025-06-27,PROD-101,3,496.03,386.9,Sudeste,SP,Cartão de Crédito,0.05,10207
PED-004128,2025-05-16,PROD-107,2,145.57,80.06,Sudeste,MG,Boleto,0.05,16024
PED-004129,2025-07-24,PROD-118,3,150.13,82.57,Sul,PR,Cartão de Débito,0.05,59269
PED-004130,2025-03-29,PROD-118,3,114.33,62.88,Sul,SC,Pix,0.02,91557
PED-004131,2025-10-10,PROD-134,2,411.42,320.91,Sudeste,SP,Cartão de Débito,0.02,82593
PED-004132,2025-03-23,PROD-110,3,149.17,82.04,Norte,PA,Cartão de Crédito,0.02,18354
PED-004133,2025-06-10,PROD-129,3,157.98,86.89,Sul,RS,Boleto,0.05,28326
PED-004134,2025-06-09,PROD-100,1,176.46,137.64,Centro-Oeste,MS,Pix,0.05,67745
PED-004135,2025-01-18,PROD-129,1,65.54,36.05,Sul,PR,Cartão de Crédito,0.05,33665
PED-004136,2025-04-08,PROD-106,1,66.24,36.43,Sul,SC,Cartão de Crédito,0.05,92590
PED-004137,2025-12-24,PROD-128,2,115.54,63.55,Sudeste,MG,Boleto,0.02,89133
PED-004138,2025-05-03,PROD-122,3,144.77,79.62,Centro-Oeste,GO,Cartão de Crédito,0.05,59179
PED-004139,2025-11-14,PROD-105,1,227.02,177.08,Sul,RS,Pix,0.05,35256
PED-004140,2025-01-18,PROD-108,3,180.68,99.37,Sudeste,RJ,Pix,0.05,16352
PED-004141,2025-10-03,PROD-122,3,90.83,49.96,Sudeste,MG,Pix,0.02,29531
PED-004142,2025-04-22,PROD-126,2,122.81,67.55,Sul,RS,Cartão de Crédito,0.05,14216
PED-004143,2025-07-28,PROD-111,1,49.11,27.01,Sudeste,MG,Cartão de Crédito,0.05,74295
PED-004144,2025-11-16,PROD-105,1,243.32,189.79,Sudeste,RJ,Cartão de Crédito,0.05,83436
PED-004145,2025-03-09,PROD-125,1,69.84,38.41,Norte,AM,Cartão de Crédito,0.05,74237
PED-004146,2025-09-12,PROD-108,3,262.96,144.63,Centro-Oeste,MS,Pix,0.02,95915
PED-004147,2025-05-01,PROD-134,2,482.32,376.21,Sul,SC,Pix,0.02,35853
PED-004148,2025-06-05,PROD-133,3,658.22,513.41,Sudeste,MG,Cartão de Débito,0.05,72284
PED-004149,2025-04-03,PROD-118,3,156.79,86.23,Sudeste,SP,Cartão de Débito,0.02,11496
PED-004150,2025-05-09,PROD-104,3,731.35,570.45,Sudeste,MG,Cartão de Crédito,0.02,43264
PED-004151,2025-09-01,PROD-123,3,118.3,65.06,Sudeste,RJ,Boleto,0.05,56049
PED-004152,2025-02-19,PROD-111,2,104.98,57.74,Sudeste,MG,Cartão de Débito,0.02,35682
PED-004153,2025-01-31,PROD-110,1,74.4,40.92,Sudeste,MG,Cartão de Crédito,0.02,70538
PED-004154,2025-01-03,PROD-117,2,67.18,36.95,Sudeste,SP,Cartão de Débito,0.02,85928
PED-004155,2025-03-30,PROD-102,3,661.43,515.92,Sudeste,MG,Cartão de Débito,0.05,31682
PED-004156,2025-06-14,PROD-120,1,54.35,29.89,Sul,PR,Cartão de Crédito,0.05,67498
PED-004157,2025-10-07,PROD-105,2,483.29,376.97,Nordeste,PE,Boleto,0.02,21242
PED-004158,2025-01-27,PROD-134,1,170.65,133.11,Sudeste,RJ,Cartão de Crédito,0.02,42031
PED-004159,2025-01-09,PROD-120,2,168.07,92.44,Nordeste,BA,Cartão de Débito,0.02,16745
PED-004160,2025-12-09,PROD-114,3,195.85,107.72,Sudeste,MG,Cartão de Crédito,0.05,33565
PED-004161,2025-02-10,PROD-131,2,338.14,263.75,Sudeste,SP,Cartão de Débito,0.02,70865
PED-004162,2025-12-02,PROD-117,1,46.98,25.84,Norte,AM,Cartão de Débito,0.02,63053
PED-004163,2025-09-23,PROD-130,2,429.32,334.87,Nordeste,CE,Pix,0.02,60129
PED-004164,2025-04-20,PROD-114,3,240.91,132.5,Norte,PA,Pix,0.05,99001
PED-004165,2025-11-26,PROD-126,3,201.62,110.89,Sudeste,SP,Pix,0.05,14540
PED-004166,2025-10-12,PROD-114,3,97.04,53.37,Nordeste,PE,Boleto,0.02,82354
PED-004167,2025-11-30,PROD-134,2,345.56,269.54,Sul,PR,Pix,0.02,68396
PED-004168,2025-02-27,PROD-121,1,37.7,20.74,Sudeste,RJ,Cartão de Crédito,0.05,41678
PED-004169,2025-08-13,PROD-118,2,113.3,62.32,Sudeste,MG,Pix,0.02,49814
PED-004170,2025-01-14,PROD-122,2,76.27,41.95,Centro-Oeste,MS,Cartão de Débito,0.02,19256
PED-004171,2025-04-09,PROD-109,1,31.83,17.51,Sudeste,MG,Pix,0.02,74758
PED-004172,2025-03-18,PROD-124,2,152.46,83.85,Sudeste,MG,Cartão de Crédito,0.05,58139
PED-004173,2025-09-03,PROD-106,2,120.51,66.28,Nordeste,PE,Pix,0.02,99928
PED-004174,2025-11-05,PROD-124,2,171.25,94.19,Sudeste,SP,Boleto,0.02,35820
PED-004175,2025-05-14,PROD-116,2,143.85,79.12,Sul,SC,Boleto,0.02,18352
PED-004176,2025-11-11,PROD-104,2,353.97,276.1,Sudeste,MG,Cartão de Débito,0.02,68897
PED-004177,2025-03-07,PROD-112,1,71.44,39.29,Sul,RS,Boleto,0.02,63319
PED-004178,2025-12-21,PROD-101,2,452.41,352.88,Sul,SC,Cartão de Débito,0.05,38170
PED-004179,2025-02-02,PROD-121,1,31.18,17.15,Sudeste,RJ,Pix,0.02,34708
PED-004180,2025-09-26,PROD-104,3,669.13,521.92,Sudeste,MG,Cartão de Crédito,0.05,97964
PED-004181,2025-11-21,PROD-101,3,531.11,414.27,Centro-Oeste,GO,Cartão de Débito,0.02,77794
PED-004182,2025-06-15,PROD-100,2,445.45,347.45,Sul,SC,Cartão de Crédito,0.02,57999
PED-004183,2025-08-27,PROD-102,2,404.67,315.64,Sudeste,SP,Boleto,0.05,67861
PED-004184,2025-11-13,PROD-130,3,574.96,448.47,Nordeste,PE,Pix,0.05,35902
PED-004185,2025-01-31,PROD-101,2,330.15,257.52,Sudeste,MG,Boleto,0.05,91197
PED-004186,2025-10-20,PROD-124,1,87.99,48.39,Nordeste,BA,Boleto,0.02,48886
PED-004187,2025-02-25,PROD-126,2,84.16,46.29,Sul,PR,Cartão de Crédito,0.05,87340
PED-004188,2025-04-03,PROD-132,3,595.74,464.68,Norte,AM,Pix,0.05,34839
PED-004189,2025-07-18,PROD-122,3,168.98,92.94,Nordeste,BA,Pix,0.05,25178
PED-004190,2025-03-24,PROD-123,1,77.17,42.44,Norte,PA,Boleto,0.05,70737
PED-004191,2025-04-03,PROD-112,3,179.9,98.95,Sudeste,MG,Cartão de Débito,0.02,65625
PED-004192,2025-02-08,PROD-127,2,105.72,58.15,Sudeste,MG,Pix,0.05,21309
PED-004193,2025-10-05,PROD-134,2,313.1,244.22,Sul,SC,Boleto,0.05,14017
PED-004194,2025-06-06,PROD-111,1,77.6,42.68,Sudeste,MG,Pix,0.05,52401
PED-004195,2025-01-18,PROD-122,3,165.71,91.14,Sul,PR,Cartão de Débito,0.05,39925
PED-004196,2025-12-05,PROD-131,1,235.04,183.33,Sudeste,SP,Pix,0.02,16042
PED-004197,2025-03-14,PROD-107,1,83.36,45.85,Nordeste,CE,Cartão de Débito,0.05,76082
PED-004198,2025-08-24,PROD-107,2,67.16,36.94,Sudeste,RJ,Pix,0.05,54968
PED-004199,2025-02-07,PROD-119,2,144.67,79.57,Sudeste,MG,Pix,0.02,94401
PED-004200,2025-08-18,PROD-100,1,206.6,161.15,Norte,AM,Cartão de Crédito,0.02,82585
PED-004201,2025-03-23,PROD-101,3,549.08,428.28,Sudeste,RJ,Pix,0.05,25053
PED-004202,2025-06-08,PROD-131,2,443.99,346.31,Sul,SC,Pix,0.02,26941
PED-004203,2025-09-10,PROD-103,2,430.88,336.09,Centro-Oeste,MT,Cartão de Crédito,0.05,92011
PED-004204,2025-11-19,PROD-111,3,252.99,139.14,Nordeste,PE,Pix,0.02,26918
PED-004205,2025-06-19,PROD-115,1,48.27,26.55,Sul,PR,Pix,0.02,90301
PED-004206,2025-06-16,PROD-114,2,157.75,86.76,Sul,PR,Cartão de Débito,0.05,97178
PED-004207,2025-05-10,PROD-104,1,231.02,180.2,Centro-Oeste,GO,Cartão de Débito,0.02,30838
PED-004208,2025-06-03,PROD-118,2,138.5,76.18,Centro-Oeste,MS,Pix,0.02,80254
PED-004209,2025-11-03,PROD-123,3,123.0,67.65,Sul,RS,Pix,0.05,56622
PED-004210,2025-11-13,PROD-130,1,164.55,128.35,Nordeste,BA,Cartão de Crédito,0.02,73539
PED-004211,2025-11-14,PROD-116,2,103.02,56.66,Sudeste,MG,Cartão de Crédito,0.05,48258
PED-004212,2025-01-22,PROD-126,2,79.45,43.7,Centro-Oeste,MT,Cartão de Débito,0.05,38715
PED-004213,2025-03-14,PROD-126,3,246.66,135.66,Sul,PR,Pix,0.05,99937
PED-004214,2025-11-02,PROD-131,1,246.7,192.43,Centro-Oeste,MS,Pix,0.02,82232
